"id","empregadoId","rubricaId","folhaId","valor"
"101","153","1","1","1700.00"
"102","154","1","1","1200.00"
"103","155","1","1","2000.00"
"104","156","1","1","1200.00"
"105","157","1","1","2000.00"
"106","158","1","1","1200.00"
"107","159","1","1","2500.00"
"108","160","1","1","12200.00"
"109","161","1","1","1200.00"
"110","162","1","1","6100.00"
"111","163","1","1","2500.00"
"112","164","1","1","1200.00"
"113","165","1","1","1200.00"
"114","166","1","1","1200.00"
"115","167","1","1","2000.00"
"116","168","1","1","6100.00"
"117","169","1","1","1200.00"
"118","170","1","1","1200.00"
"119","171","1","1","1800.00"
"120","172","1","1","1200.00"
"121","173","1","1","1300.00"
"122","174","1","1","1200.00"
"123","175","1","1","2500.00"
"124","176","1","1","1200.00"
"125","177","1","1","12200.00"
"126","178","1","1","1200.00"
"127","179","1","1","1300.00"
"128","180","1","1","1200.00"
"129","181","1","1","1700.00"
"130","182","1","1","1200.00"
"131","183","1","1","3700.00"
"132","184","1","1","1200.00"
"133","185","1","1","3700.00"
"134","186","1","1","1200.00"
"135","187","1","1","1200.00"
"136","188","1","1","1200.00"
"137","189","1","1","3700.00"
"138","190","1","1","3700.00"
"139","191","1","1","2500.00"
"140","192","1","1","7400.00"
"141","193","1","1","1800.00"
"142","194","1","1","6100.00"
"143","195","1","1","2000.00"
"144","196","1","1","1200.00"
"145","197","1","1","1200.00"
"146","198","1","1","1200.00"
"147","199","1","1","1200.00"
"148","200","1","1","1200.00"
"149","201","1","1","1200.00"
"150","202","1","1","1200.00"
"151","203","1","1","1200.00"
"152","204","1","1","1200.00"
"153","205","1","1","1200.00"
"154","206","1","1","1200.00"
"155","207","1","1","1300.00"
"156","208","1","1","1200.00"
"157","209","1","1","1700.00"
"158","210","1","1","1200.00"
"159","211","1","1","7400.00"
"160","212","1","1","1200.00"
"161","213","1","1","2000.00"
"162","214","1","1","1200.00"
"163","215","1","1","1200.00"
"164","216","1","1","1200.00"
"165","217","1","1","1200.00"
"166","218","1","1","1200.00"
"167","219","1","1","1700.00"
"168","220","1","1","1200.00"
"169","221","1","1","1200.00"
"170","222","1","1","7400.00"
"171","223","1","1","1200.00"
"172","224","1","1","1200.00"
"173","225","1","1","1200.00"
"174","226","1","1","3700.00"
"175","227","1","1","2000.00"
"176","228","1","1","1200.00"
"177","229","1","1","1800.00"
"178","230","1","1","1200.00"
"179","231","1","1","1200.00"
"180","232","1","1","1200.00"
"181","233","1","1","1200.00"
"182","234","1","1","1200.00"
"183","235","1","1","2500.00"
"184","236","1","1","12200.00"
"185","237","1","1","1200.00"
"186","238","1","1","12200.00"
"187","239","1","1","1200.00"
"188","240","1","1","1200.00"
"189","241","1","1","1200.00"
"190","242","1","1","1200.00"
"191","243","1","1","1200.00"
"192","244","1","1","1200.00"
"193","245","1","1","1200.00"
"194","246","1","1","1200.00"
"195","247","1","1","1200.00"
"196","248","1","1","1200.00"
"197","249","1","1","2000.00"
"198","250","1","1","1200.00"
"199","251","1","1","7400.00"
"200","252","1","1","1200.00"
"201","253","1","1","2500.00"
"202","254","1","1","1200.00"
"203","255","1","1","1200.00"
"204","256","1","1","1200.00"
"205","257","1","1","2000.00"
"206","258","1","1","1200.00"
"207","259","1","1","2000.00"
"208","260","1","1","1200.00"
"209","261","1","1","1700.00"
"210","262","1","1","1200.00"
"211","263","1","1","1200.00"
"212","264","1","1","1200.00"
"213","265","1","1","12200.00"
"214","266","1","1","1200.00"
"215","267","1","1","1200.00"
"216","268","1","1","1200.00"
"217","269","1","1","1200.00"
"218","270","1","1","1200.00"
"219","271","1","1","2500.00"
"220","272","1","1","1200.00"
"221","273","1","1","1200.00"
"222","274","1","1","1200.00"
"223","275","1","1","1200.00"
"224","276","1","1","1200.00"
"225","277","1","1","1200.00"
"226","278","1","1","1200.00"
"227","279","1","1","1200.00"
"228","280","1","1","1200.00"
"229","281","1","1","1200.00"
"230","282","1","1","1200.00"
"231","283","1","1","1200.00"
"232","284","1","1","1200.00"
"233","285","1","1","7400.00"
"234","286","1","1","6100.00"
"235","287","1","1","1200.00"
"236","288","1","1","1200.00"
"237","289","1","1","1200.00"
"238","290","1","1","1200.00"
"239","291","1","1","7400.00"
"240","292","1","1","1200.00"
"241","293","1","1","1200.00"
"242","294","1","1","1200.00"
"243","295","1","1","7400.00"
"244","296","1","1","1200.00"
"245","297","1","1","7400.00"
"246","298","1","1","1200.00"
"247","299","1","1","1200.00"
"248","300","1","1","3700.00"
"249","301","1","1","2000.00"
"250","302","1","1","1200.00"
"251","303","1","1","1200.00"
"252","304","1","1","1200.00"
"253","305","1","1","1300.00"
"254","306","1","1","1200.00"
"255","307","1","1","1200.00"
"256","308","1","1","1200.00"
"257","309","1","1","6100.00"
"258","310","1","1","1200.00"
"259","311","1","1","2500.00"
"260","312","1","1","12200.00"
"261","313","1","1","7400.00"
"262","314","1","1","1200.00"
"263","315","1","1","1200.00"
"264","316","1","1","1200.00"
"265","317","1","1","1800.00"
"266","318","1","1","1200.00"
"267","319","1","1","1200.00"
"268","320","1","1","1200.00"
"269","321","1","1","1800.00"
"270","322","1","1","1200.00"
"271","323","1","1","1200.00"
"272","324","1","1","6100.00"
"273","325","1","1","1300.00"
"274","326","1","1","1200.00"
"275","327","1","1","1800.00"
"276","328","1","1","1200.00"
"277","329","1","1","1200.00"
"278","330","1","1","3700.00"
"279","331","1","1","12200.00"
"280","332","1","1","1200.00"
"281","333","1","1","1200.00"
"282","334","1","1","7400.00"
"283","335","1","1","1800.00"
"284","336","1","1","1200.00"
"285","337","1","1","3700.00"
"286","338","1","1","1200.00"
"287","339","1","1","1200.00"
"288","340","1","1","1200.00"
"289","341","1","1","1300.00"
"290","342","1","1","7400.00"
"291","343","1","1","1800.00"
"292","344","1","1","1200.00"
"293","345","1","1","1200.00"
"294","346","1","1","1200.00"
"295","347","1","1","1200.00"
"296","348","1","1","1200.00"
"297","349","1","1","7400.00"
"298","350","1","1","1200.00"
"299","351","1","1","1200.00"
"300","352","1","1","1200.00"
"301","353","1","1","2000.00"
"302","354","1","1","1200.00"
"303","355","1","1","1200.00"
"304","356","1","1","1200.00"
"305","357","1","1","1200.00"
"306","358","1","1","1200.00"
"307","359","1","1","1800.00"
"308","360","1","1","3700.00"
"309","361","1","1","6100.00"
"310","362","1","1","1200.00"
"311","363","1","1","2000.00"
"312","364","1","1","1200.00"
"313","365","1","1","1200.00"
"314","366","1","1","1200.00"
"315","367","1","1","1200.00"
"316","368","1","1","1200.00"
"317","369","1","1","1800.00"
"318","370","1","1","1200.00"
"319","371","1","1","7400.00"
"320","372","1","1","1200.00"
"321","373","1","1","1300.00"
"322","374","1","1","12200.00"
"323","375","1","1","1300.00"
"324","376","1","1","1200.00"
"325","377","1","1","1200.00"
"326","378","1","1","1200.00"
"327","379","1","1","2000.00"
"328","380","1","1","1200.00"
"329","381","1","1","1700.00"
"330","382","1","1","1200.00"
"331","383","1","1","1700.00"
"332","384","1","1","1200.00"
"333","385","1","1","1200.00"
"334","386","1","1","6100.00"
"335","387","1","1","1200.00"
"336","388","1","1","1200.00"
"337","389","1","1","12200.00"
"338","390","1","1","1200.00"
"339","391","1","1","7400.00"
"340","392","1","1","1200.00"
"341","393","1","1","1200.00"
"342","394","1","1","1200.00"
"343","395","1","1","1200.00"
"344","396","1","1","1200.00"
"345","397","1","1","6100.00"
"346","398","1","1","3700.00"
"347","399","1","1","2000.00"
"348","400","1","1","6100.00"
"349","401","1","1","2500.00"
"350","402","1","1","1200.00"
"351","403","1","1","7400.00"
"352","404","1","1","1200.00"
"353","405","1","1","1200.00"
"354","406","1","1","1200.00"
"355","407","1","1","1200.00"
"356","408","1","1","1200.00"
"357","409","1","1","1200.00"
"358","410","1","1","1200.00"
"359","411","1","1","1200.00"
"360","412","1","1","1200.00"
"361","413","1","1","1200.00"
"362","414","1","1","1200.00"
"363","415","1","1","1800.00"
"364","416","1","1","1200.00"
"365","417","1","1","1200.00"
"366","418","1","1","1200.00"
"367","419","1","1","12200.00"
"368","420","1","1","1200.00"
"369","421","1","1","1200.00"
"370","422","1","1","1200.00"
"371","423","1","1","7400.00"
"372","424","1","1","1200.00"
"373","425","1","1","1200.00"
"374","426","1","1","1200.00"
"375","427","1","1","1200.00"
"376","428","1","1","1200.00"
"377","429","1","1","2000.00"
"378","430","1","1","1200.00"
"379","431","1","1","1300.00"
"380","432","1","1","3700.00"
"381","433","1","1","2000.00"
"382","434","1","1","1200.00"
"383","435","1","1","1700.00"
"384","436","1","1","1200.00"
"385","437","1","1","1300.00"
"386","438","1","1","1200.00"
"387","439","1","1","1200.00"
"388","440","1","1","1200.00"
"389","441","1","1","1700.00"
"390","442","1","1","1200.00"
"391","443","1","1","1300.00"
"392","444","1","1","1200.00"
"393","445","1","1","1200.00"
"394","446","1","1","1200.00"
"395","447","1","1","1300.00"
"396","448","1","1","1200.00"
"397","449","1","1","1200.00"
"398","450","1","1","7400.00"
"399","451","1","1","1300.00"
"400","452","1","1","1200.00"
"401","453","1","1","2500.00"
"402","454","1","1","1200.00"
"403","455","1","1","6100.00"
"404","456","1","1","1200.00"
"405","457","1","1","1200.00"
"406","458","1","1","1200.00"
"407","459","1","1","3700.00"
"408","460","1","1","1200.00"
"409","461","1","1","1800.00"
"410","462","1","1","6100.00"
"411","463","1","1","1200.00"
"412","464","1","1","1200.00"
"413","465","1","1","1200.00"
"414","466","1","1","1200.00"
"415","467","1","1","1300.00"
"416","468","1","1","1200.00"
"417","469","1","1","1200.00"
"418","470","1","1","1200.00"
"419","471","1","1","1700.00"
"420","472","1","1","1200.00"
"421","473","1","1","1700.00"
"422","474","1","1","1200.00"
"423","475","1","1","2500.00"
"424","476","1","1","1200.00"
"425","477","1","1","1200.00"
"426","478","1","1","1200.00"
"427","479","1","1","12200.00"
"428","480","1","1","1200.00"
"429","481","1","1","1200.00"
"430","482","1","1","1200.00"
"431","483","1","1","2500.00"
"432","484","1","1","3700.00"
"433","485","1","1","2500.00"
"434","486","1","1","1200.00"
"435","487","1","1","1800.00"
"436","488","1","1","3700.00"
"437","489","1","1","1800.00"
"438","490","1","1","1200.00"
"439","491","1","1","1200.00"
"440","492","1","1","1200.00"
"441","493","1","1","1300.00"
"442","494","1","1","6100.00"
"443","495","1","1","1300.00"
"444","496","1","1","1200.00"
"445","497","1","1","2000.00"
"446","498","1","1","7400.00"
"447","499","1","1","2500.00"
"448","500","1","1","1200.00"
"449","501","1","1","6100.00"
"450","502","1","1","1200.00"
"451","503","1","1","2000.00"
"452","504","1","1","1200.00"
"453","505","1","1","1200.00"
"454","506","1","1","1200.00"
"455","507","1","1","1200.00"
"456","508","1","1","6100.00"
"457","509","1","1","1200.00"
"458","510","1","1","6100.00"
"459","511","1","1","1200.00"
"460","512","1","1","1200.00"
"461","513","1","1","12200.00"
"462","514","1","1","1200.00"
"463","515","1","1","1200.00"
"464","516","1","1","1200.00"
"465","517","1","1","1200.00"
"466","518","1","1","1200.00"
"467","519","1","1","2000.00"
"468","520","1","1","6100.00"
"469","521","1","1","1200.00"
"470","522","1","1","1200.00"
"471","523","1","1","2500.00"
"472","524","1","1","12200.00"
"473","525","1","1","1300.00"
"474","526","1","1","1200.00"
"475","527","1","1","1200.00"
"476","528","1","1","1200.00"
"477","529","1","1","1300.00"
"478","530","1","1","1200.00"
"479","531","1","1","1700.00"
"480","532","1","1","1200.00"
"481","533","1","1","3700.00"
"482","534","1","1","1200.00"
"483","535","1","1","2500.00"
"484","536","1","1","6100.00"
"485","537","1","1","2000.00"
"486","538","1","1","1200.00"
"487","539","1","1","1200.00"
"488","540","1","1","1200.00"
"489","541","1","1","1200.00"
"490","542","1","1","1200.00"
"491","543","1","1","6100.00"
"492","544","1","1","1200.00"
"493","545","1","1","1200.00"
"494","546","1","1","1200.00"
"495","547","1","1","1200.00"
"496","548","1","1","1200.00"
"497","549","1","1","1300.00"
"498","550","1","1","1200.00"
"499","551","1","1","1200.00"
"500","552","1","1","1200.00"
"501","553","1","1","1300.00"
"502","554","1","1","1200.00"
"503","555","1","1","2500.00"
"504","556","1","1","7400.00"
"505","557","1","1","1200.00"
"506","558","1","1","6100.00"
"507","559","1","1","12200.00"
"508","560","1","1","1200.00"
"509","561","1","1","1200.00"
"510","562","1","1","1200.00"
"511","563","1","1","1200.00"
"512","564","1","1","1200.00"
"513","565","1","1","1300.00"
"514","566","1","1","1200.00"
"515","567","1","1","3700.00"
"516","568","1","1","1200.00"
"517","569","1","1","1200.00"
"518","570","1","1","1200.00"
"519","571","1","1","2000.00"
"520","572","1","1","1200.00"
"521","573","1","1","1200.00"
"522","574","1","1","1200.00"
"523","575","1","1","1200.00"
"524","576","1","1","1200.00"
"525","577","1","1","7400.00"
"526","578","1","1","1200.00"
"527","579","1","1","1200.00"
"528","580","1","1","12200.00"
"529","581","1","1","2000.00"
"530","582","1","1","1200.00"
"531","583","1","1","1200.00"
"532","584","1","1","1200.00"
"533","585","1","1","1200.00"
"534","586","1","1","1200.00"
"535","587","1","1","1200.00"
"536","588","1","1","1200.00"
"537","589","1","1","1200.00"
"538","590","1","1","1200.00"
"539","591","1","1","2000.00"
"540","592","1","1","1200.00"
"541","593","1","1","1800.00"
"542","594","1","1","1200.00"
"543","595","1","1","2500.00"
"544","596","1","1","1200.00"
"545","597","1","1","1200.00"
"546","598","1","1","1200.00"
"547","599","1","1","1200.00"
"548","600","1","1","1200.00"
"549","601","1","1","2500.00"
"550","602","1","1","3700.00"
"551","603","1","1","1700.00"
"552","604","1","1","1200.00"
"553","605","1","1","12200.00"
"554","606","1","1","1200.00"
"555","607","1","1","1800.00"
"556","608","1","1","1200.00"
"557","609","1","1","1200.00"
"558","610","1","1","3700.00"
"559","611","1","1","1200.00"
"560","612","1","1","1200.00"
"561","613","1","1","1200.00"
"562","614","1","1","3700.00"
"563","615","1","1","1800.00"
"564","616","1","1","1200.00"
"565","617","1","1","2500.00"
"566","618","1","1","1200.00"
"567","619","1","1","1200.00"
"568","620","1","1","12200.00"
"569","621","1","1","1300.00"
"570","622","1","1","1200.00"
"571","623","1","1","1300.00"
"572","624","1","1","1200.00"
"573","625","1","1","1300.00"
"574","626","1","1","1200.00"
"575","627","1","1","1800.00"
"576","628","1","1","1200.00"
"577","629","1","1","2500.00"
"578","630","1","1","6100.00"
"579","631","1","1","1800.00"
"580","632","1","1","1200.00"
"581","633","1","1","3700.00"
"582","634","1","1","1200.00"
"583","635","1","1","1300.00"
"584","636","1","1","6100.00"
"585","637","1","1","7400.00"
"586","638","1","1","1200.00"
"587","639","1","1","3700.00"
"588","640","1","1","1200.00"
"589","641","1","1","2500.00"
"590","642","1","1","1200.00"
"591","643","1","1","1200.00"
"592","644","1","1","1200.00"
"593","645","1","1","1300.00"
"594","646","1","1","1200.00"
"595","647","1","1","1200.00"
"596","648","1","1","1200.00"
"597","649","1","1","1300.00"
"598","650","1","1","1200.00"
"599","651","1","1","1800.00"
"600","652","1","1","1200.00"
"601","653","1","1","1200.00"
"602","654","1","1","6100.00"
"603","655","1","1","1800.00"
"604","656","1","1","1200.00"
"605","657","1","1","1300.00"
"606","658","1","1","1200.00"
"607","659","1","1","1200.00"
"608","660","1","1","1200.00"
"609","661","1","1","1200.00"
"610","662","1","1","1200.00"
"611","663","1","1","1200.00"
"612","664","1","1","1200.00"
"613","665","1","1","1200.00"
"614","666","1","1","1200.00"
"615","667","1","1","2500.00"
"616","668","1","1","1200.00"
"617","669","1","1","1200.00"
"618","670","1","1","1200.00"
"619","671","1","1","2500.00"
"620","672","1","1","1200.00"
"621","673","1","1","1800.00"
"622","674","1","1","1200.00"
"623","675","1","1","6100.00"
"624","676","1","1","1200.00"
"625","677","1","1","1700.00"
"626","678","1","1","1200.00"
"627","679","1","1","1200.00"
"628","680","1","1","1200.00"
"629","681","1","1","1300.00"
"630","682","1","1","1200.00"
"631","683","1","1","1300.00"
"632","684","1","1","1200.00"
"633","685","1","1","1300.00"
"634","686","1","1","1200.00"
"635","687","1","1","1200.00"
"636","688","1","1","1200.00"
"637","689","1","1","1200.00"
"638","690","1","1","1200.00"
"639","691","1","1","12200.00"
"640","692","1","1","1200.00"
"641","693","1","1","1300.00"
"642","694","1","1","1200.00"
"643","695","1","1","2000.00"
"644","696","1","1","12200.00"
"645","697","1","1","1200.00"
"646","698","1","1","1200.00"
"647","699","1","1","1800.00"
"648","700","1","1","1200.00"
"649","701","1","1","3700.00"
"650","702","1","1","1200.00"
"651","703","1","1","1200.00"
"652","704","1","1","1200.00"
"653","705","1","1","3700.00"
"654","706","1","1","1200.00"
"655","707","1","1","1200.00"
"656","708","1","1","1200.00"
"657","709","1","1","2500.00"
"658","710","1","1","1200.00"
"659","711","1","1","1200.00"
"660","712","1","1","1200.00"
"661","713","1","1","1200.00"
"662","714","1","1","6100.00"
"663","715","1","1","1200.00"
"664","716","1","1","1200.00"
"665","717","1","1","1200.00"
"666","718","1","1","3700.00"
"667","719","1","1","1200.00"
"668","720","1","1","1200.00"
"669","721","1","1","1700.00"
"670","722","1","1","1200.00"
"671","723","1","1","1800.00"
"672","724","1","1","1200.00"
"673","725","1","1","7400.00"
"674","726","1","1","1200.00"
"675","727","1","1","1200.00"
"676","728","1","1","1200.00"
"677","729","1","1","1200.00"
"678","730","1","1","6100.00"
"679","731","1","1","1200.00"
"680","732","1","1","1200.00"
"681","733","1","1","2500.00"
"682","734","1","1","1200.00"
"683","735","1","1","1200.00"
"684","736","1","1","1200.00"
"685","737","1","1","1200.00"
"686","738","1","1","1200.00"
"687","739","1","1","1800.00"
"688","740","1","1","3700.00"
"689","741","1","1","1300.00"
"690","742","1","1","1200.00"
"691","743","1","1","1200.00"
"692","744","1","1","1200.00"
"693","745","1","1","12200.00"
"694","746","1","1","1200.00"
"695","747","1","1","1200.00"
"696","748","1","1","1200.00"
"697","749","1","1","1800.00"
"698","750","1","1","1200.00"
"699","751","1","1","1200.00"
"700","752","1","1","1200.00"
"701","753","1","1","1200.00"
"702","754","1","1","1200.00"
"703","755","1","1","1700.00"
"704","756","1","1","7400.00"
"705","757","1","1","3700.00"
"706","758","1","1","1200.00"
"707","759","1","1","1800.00"
"708","760","1","1","1200.00"
"709","761","1","1","1700.00"
"710","762","1","1","1200.00"
"711","763","1","1","1200.00"
"712","764","1","1","1200.00"
"713","765","1","1","1200.00"
"714","766","1","1","1200.00"
"715","767","1","1","1200.00"
"716","768","1","1","1200.00"
"717","769","1","1","1300.00"
"718","770","1","1","7400.00"
"719","771","1","1","3700.00"
"720","772","1","1","1200.00"
"721","773","1","1","1200.00"
"722","774","1","1","12200.00"
"723","775","1","1","2500.00"
"724","776","1","1","1200.00"
"725","777","1","1","1200.00"
"726","778","1","1","1200.00"
"727","779","1","1","1200.00"
"728","780","1","1","12200.00"
"729","781","1","1","2500.00"
"730","782","1","1","1200.00"
"731","783","1","1","1200.00"
"732","784","1","1","1200.00"
"733","785","1","1","3700.00"
"734","786","1","1","1200.00"
"735","787","1","1","1800.00"
"736","788","1","1","1200.00"
"737","789","1","1","1200.00"
"738","790","1","1","1200.00"
"739","791","1","1","2500.00"
"740","792","1","1","3700.00"
"741","793","1","1","1800.00"
"742","794","1","1","1200.00"
"743","795","1","1","6100.00"
"744","796","1","1","1200.00"
"745","797","1","1","1200.00"
"746","798","1","1","1200.00"
"747","799","1","1","1300.00"
"748","800","1","1","1200.00"
"749","801","1","1","7400.00"
"750","802","1","1","1200.00"
"751","803","1","1","1800.00"
"752","804","1","1","1200.00"
"753","805","1","1","6100.00"
"754","806","1","1","6100.00"
"755","807","1","1","1800.00"
"756","808","1","1","1200.00"
"757","809","1","1","7400.00"
"758","810","1","1","1200.00"
"759","811","1","1","1800.00"
"760","812","1","1","1200.00"
"761","813","1","1","1200.00"
"762","814","1","1","1200.00"
"763","815","1","1","1800.00"
"764","816","1","1","1200.00"
"765","817","1","1","1800.00"
"766","818","1","1","1200.00"
"767","819","1","1","1200.00"
"768","820","1","1","1200.00"
"769","821","1","1","7400.00"
"770","822","1","1","6100.00"
"771","823","1","1","1800.00"
"772","824","1","1","1200.00"
"773","825","1","1","6100.00"
"774","826","1","1","1200.00"
"775","827","1","1","1200.00"
"776","828","1","1","1200.00"
"777","829","1","1","1700.00"
"778","830","1","1","1200.00"
"779","831","1","1","3700.00"
"780","832","1","1","1200.00"
"781","833","1","1","7400.00"
"782","834","1","1","1200.00"
"783","835","1","1","1200.00"
"784","836","1","1","1200.00"
"785","837","1","1","1800.00"
"786","838","1","1","1200.00"
"787","839","1","1","6100.00"
"788","840","1","1","12200.00"
"789","841","1","1","2500.00"
"790","842","1","1","1200.00"
"791","843","1","1","1700.00"
"792","844","1","1","1200.00"
"793","845","1","1","1200.00"
"794","846","1","1","3700.00"
"795","847","1","1","7400.00"
"796","848","1","1","1200.00"
"797","849","1","1","2500.00"
"798","850","1","1","1200.00"
"799","851","1","1","12200.00"
"800","852","1","1","6100.00"
"801","853","1","1","1200.00"
"802","854","1","1","1200.00"
"803","855","1","1","1700.00"
"804","856","1","1","1200.00"
"805","857","1","1","2500.00"
"806","858","1","1","1200.00"
"807","859","1","1","1200.00"
"808","860","1","1","1200.00"
"809","861","1","1","1200.00"
"810","862","1","1","6100.00"
"811","863","1","1","2500.00"
"812","864","1","1","1200.00"
"813","865","1","1","7400.00"
"814","866","1","1","1200.00"
"815","867","1","1","1700.00"
"816","868","1","1","1200.00"
"817","869","1","1","1200.00"
"818","870","1","1","1200.00"
"819","871","1","1","7400.00"
"820","872","1","1","1200.00"
"821","873","1","1","1300.00"
"822","874","1","1","1200.00"
"823","875","1","1","1200.00"
"824","876","1","1","1200.00"
"825","877","1","1","1200.00"
"826","878","1","1","7400.00"
"827","879","1","1","1200.00"
"828","880","1","1","1200.00"
"829","881","1","1","1300.00"
"830","882","1","1","1200.00"
"831","883","1","1","1800.00"
"832","884","1","1","1200.00"
"833","885","1","1","1800.00"
"834","886","1","1","1200.00"
"835","887","1","1","12200.00"
"836","888","1","1","1200.00"
"837","889","1","1","3700.00"
"838","890","1","1","1200.00"
"839","891","1","1","1200.00"
"840","892","1","1","1200.00"
"841","893","1","1","2500.00"
"842","894","1","1","3700.00"
"843","895","1","1","1700.00"
"844","896","1","1","1200.00"
"845","897","1","1","3700.00"
"846","898","1","1","1200.00"
"847","899","1","1","7400.00"
"848","900","1","1","1200.00"
"849","901","1","1","1800.00"
"850","902","1","1","1200.00"
"851","903","1","1","1200.00"
"852","904","1","1","1200.00"
"853","905","1","1","7400.00"
"854","906","1","1","1200.00"
"855","907","1","1","2000.00"
"856","908","1","1","1200.00"
"857","909","1","1","12200.00"
"858","910","1","1","3700.00"
"859","911","1","1","1200.00"
"860","912","1","1","1200.00"
"861","913","1","1","2000.00"
"862","914","1","1","1200.00"
"863","915","1","1","1300.00"
"864","916","1","1","1200.00"
"865","917","1","1","1200.00"
"866","918","1","1","1200.00"
"867","919","1","1","3700.00"
"868","920","1","1","1200.00"
"869","921","1","1","6100.00"
"870","922","1","1","1200.00"
"871","923","1","1","2500.00"
"872","924","1","1","3700.00"
"873","925","1","1","1800.00"
"874","926","1","1","1200.00"
"875","927","1","1","1800.00"
"876","928","1","1","1200.00"
"877","929","1","1","1800.00"
"878","930","1","1","7400.00"
"879","931","1","1","12200.00"
"880","932","1","1","1200.00"
"881","933","1","1","1200.00"
"882","934","1","1","1200.00"
"883","935","1","1","1300.00"
"884","936","1","1","1200.00"
"885","937","1","1","2500.00"
"886","938","1","1","1200.00"
"887","939","1","1","1800.00"
"888","940","1","1","1200.00"
"889","941","1","1","1200.00"
"890","942","1","1","6100.00"
"891","943","1","1","1300.00"
"892","944","1","1","1200.00"
"893","945","1","1","1200.00"
"894","946","1","1","6100.00"
"895","947","1","1","1200.00"
"896","948","1","1","12200.00"
"897","949","1","1","1200.00"
"898","950","1","1","7400.00"
"899","951","1","1","1700.00"
"900","952","1","1","1200.00"
"901","953","1","1","1200.00"
"902","954","1","1","1200.00"
"903","955","1","1","1200.00"
"904","956","1","1","1200.00"
"905","957","1","1","2000.00"
"906","958","1","1","1200.00"
"907","959","1","1","1700.00"
"908","960","1","1","1200.00"
"909","961","1","1","1200.00"
"910","962","1","1","1200.00"
"911","963","1","1","1200.00"
"912","964","1","1","1200.00"
"913","965","1","1","1700.00"
"914","966","1","1","1200.00"
"915","967","1","1","1700.00"
"916","968","1","1","1200.00"
"917","969","1","1","1200.00"
"918","970","1","1","1200.00"
"919","971","1","1","2000.00"
"920","972","1","1","1200.00"
"921","973","1","1","2000.00"
"922","974","1","1","1200.00"
"923","975","1","1","1300.00"
"924","976","1","1","1200.00"
"925","977","1","1","1200.00"
"926","978","1","1","1200.00"
"927","979","1","1","1800.00"
"928","980","1","1","1200.00"
"929","981","1","1","1200.00"
"930","982","1","1","1200.00"
